Job,Marital,Education,Default,HHInsurance,CarLoan,Communication,LastContactDay,NoOfContacts,DaysPassed,PrevAttempts,Outcome,CallStart,CallEnd,AgeBin,BalanceBin,CallLength,CallLengthBin,CallStartHour,LastContactDate,LastContactWkd,LastContactMon,LastContactWk,LastContactWkNum
783,5,1,2,0,1,0,1,5,0,0,0,0,1188,1176,1,0,313,0,2,87,4,4,17,0
784,7,2,3,0,0,0,1,3,0,0,0,0,2161,2094,1,0,133,0,4,17,3,1,4,0
785,1,1,2,0,1,0,0,3,1,0,0,0,2427,2349,0,0,48,0,4,142,0,6,26,1
786,1,0,2,0,1,0,0,20,0,0,0,0,2275,2205,1,0,67,0,4,101,5,4,19,2
787,2,1,1,0,0,0,1,24,5,0,0,0,4000,4099,2,0,950,1,7,191,3,7,33,3
788,5,1,3,0,0,0,1,16,0,0,0,0,2495,2484,1,0,530,0,4,211,5,8,36,2
789,10,2,2,0,1,0,1,29,0,9,1,1,3649,3623,0,0,190,0,7,84,5,3,16,4
790,10,1,2,0,1,0,0,8,1,0,0,0,4632,4600,0,0,277,0,8,90,0,4,18,1
791,4,1,1,0,0,0,1,12,1,0,0,0,1654,1600,2,0,91,0,3,181,5,7,31,1
792,6,0,2,0,0,0,2,8,4,138,3,1,2312,2300,3,0,433,0,4,177,1,7,31,1
793,10,1,1,0,0,0,1,13,0,58,10,3,3254,3231,2,0,304,0,6,5,3,0,1,1
794,5,2,3,0,0,0,1,25,5,0,0,0,741,858,2,0,977,1,1,192,4,7,33,3
795,2,2,2,0,1,0,1,17,1,0,0,0,1184,1195,0,0,459,0,2,98,2,4,19,2
796,9,2,2,0,0,0,1,29,0,0,0,0,3980,3963,0,0,346,0,7,84,5,3,16,4
797,5,0,3,0,1,0,1,23,1,0,0,0,2905,3055,0,0,1050,2,5,162,6,6,28,3
798,2,2,2,0,1,0,1,0,1,58,12,3,4323,4282,0,0,149,0,8,111,2,5,21,0
799,1,1,2,0,1,0,2,18,1,0,0,0,418,387,1,0,173,0,0,263,5,10,45,2
800,2,1,1,0,1,0,1,15,0,0,0,0,3717,3694,1,0,278,0,7,73,5,3,14,2
801,5,1,3,0,0,1,1,20,0,0,0,0,1046,1036,1,0,368,0,1,188,6,7,32,2
802,1,1,2,0,1,1,1,23,1,0,0,0,2057,1997,2,0,93,0,4,162,6,6,28,3
803,8,1,2,0,0,0,0,15,0,0,0,0,3437,3387,2,0,111,0,6,125,3,5,23,2
804,9,2,2,0,0,0,1,20,0,0,0,0,274,259,0,0,201,0,0,265,0,10,46,3
805,8,0,2,0,0,0,1,12,0,60,1,3,2529,2522,2,0,486,0,4,257,6,10,44,1
806,10,2,2,0,1,0,1,20,2,141,2,1,3624,3571,1,0,16,0,7,265,0,10,46,3
807,10,1,3,0,0,0,0,10,1,0,0,0,3206,3159,1,0,151,0,6,120,5,5,22,1
808,2,2,2,0,1,1,0,12,0,0,0,0,4065,4025,0,0,185,0,7,94,4,4,18,1
809,10,1,3,0,0,0,1,19,0,0,0,0,3792,3757,1,0,240,0,7,187,5,7,32,2
810,5,2,3,0,1,0,1,23,1,315,2,3,552,538,1,0,227,0,1,215,5,8,37,3
811,5,2,3,0,1,0,1,17,0,0,0,0,81,44,0,0,79,0,0,98,2,4,19,2
812,5,1,3,0,0,0,1,11,3,0,0,0,707,764,0,0,640,1,1,24,4,1,5,1
813,10,1,2,0,1,0,0,5,0,0,0,0,847,842,2,0,348,0,1,87,4,4,17,0
814,5,2,3,0,0,0,1,13,1,0,0,0,1165,1138,0,0,201,0,2,182,6,7,31,1
815,2,1,2,0,1,0,1,10,5,0,0,0,4600,4549,0,0,111,0,8,92,2,4,18,1
816,5,1,3,0,0,0,1,1,0,0,0,0,874,852,1,0,236,0,1,15,1,1,4,0
817,5,1,1,0,1,1,1,17,1,0,0,0,9,9,1,0,182,0,0,262,4,10,45,2
818,10,2,2,0,1,0,1,29,0,0,0,0,2252,2235,1,0,500,0,4,84,5,3,16,4
819,10,2,2,0,1,0,1,4,6,0,0,0,1466,1410,0,0,24,0,2,18,4,1,4,0
820,2,1,1,0,1,0,2,20,0,94,3,2,129,119,2,0,307,0,0,265,0,10,46,3
821,2,2,2,0,1,0,1,16,2,275,1,2,2138,2139,1,0,508,0,4,74,6,3,14,2
822,10,1,2,0,0,0,1,22,2,0,0,0,2579,2520,1,0,153,0,5,161,5,6,28,3
823,1,2,2,0,0,0,1,11,0,0,0,0,620,604,1,0,197,0,1,180,4,7,31,1
824,6,1,1,0,0,1,0,11,7,0,0,0,1635,1597,2,0,163,0,3,121,6,5,22,1
825,5,1,3,0,1,0,1,24,0,210,4,1,2025,1956,1,0,69,0,3,105,2,4,20,3
826,8,1,2,0,1,0,1,17,1,0,0,0,4238,4306,1,0,897,1,8,98,2,4,19,2
827,10,1,2,0,0,0,0,16,0,0,0,0,2919,2872,1,0,140,0,5,126,4,5,23,2
828,2,1,2,0,1,0,1,11,1,0,0,0,694,661,2,0,107,0,1,180,4,7,31,1
829,5,0,3,0,1,0,1,23,0,81,2,1,2662,2599,0,0,86,0,5,215,5,8,37,3
830,5,1,3,0,0,0,1,29,0,0,0,0,4485,4461,1,0,219,0,8,138,3,5,25,4
831,2,1,2,0,1,0,1,17,0,0,0,0,3971,3945,1,0,291,0,7,98,2,4,19,2
832,1,1,2,0,1,0,1,14,0,0,0,0,1978,1931,0,0,212,0,3,96,6,4,18,1
833,1,1,2,0,0,0,1,18,2,0,0,0,4506,4477,1,0,175,0,8,263,5,10,45,2
834,7,1,3,0,1,0,1,3,0,0,0,0,2504,2462,1,0,351,0,4,17,3,1,4,0
835,2,0,1,0,1,0,0,25,0,0,0,0,1803,1777,2,0,330,0,3,106,3,4,20,3
836,1,1,3,0,1,0,0,27,0,0,0,0,1006,957,0,0,40,0,1,108,5,4,20,3
837,10,1,2,0,1,1,0,19,3,0,0,0,2367,2295,1,0,41,0,4,129,0,5,24,3
838,10,2,3,0,0,0,1,19,0,0,0,0,165,129,1,0,149,0,0,100,4,4,19,2
839,8,0,2,0,1,0,0,17,2,0,0,0,1284,1244,1,0,91,0,2,127,5,5,23,2
840,2,1,2,0,0,0,1,29,0,53,1,3,284,267,2,0,206,0,0,84,5,3,16,4
841,8,1,1,0,1,0,1,6,0,0,0,0,3089,3049,1,0,223,0,5,88,5,4,17,0
842,2,1,1,0,0,0,1,22,0,0,0,0,2524,2445,1,0,130,0,4,161,5,6,28,3
843,2,1,2,0,0,0,1,17,6,0,0,0,4630,4613,2,0,510,0,8,185,3,7,32,2
844,3,0,1,0,0,0,1,28,1,176,1,1,2256,2176,2,0,47,0,4,12,4,0,3,3
845,3,1,3,0,0,0,1,19,1,0,0,0,2415,2369,2,0,262,0,4,75,2,3,15,3
846,4,2,2,0,1,0,0,1,3,0,0,0,4204,4146,1,0,93,0,8,112,3,5,21,0
847,5,2,3,0,0,0,1,27,1,137,8,3,1050,1060,0,0,532,0,1,82,3,3,16,4
848,10,2,2,0,0,1,1,6,0,0,0,0,2062,2058,0,0,520,0,4,145,3,6,26,1
849,6,1,1,0,0,0,2,11,0,60,2,3,2746,2720,4,0,285,0,5,46,5,2,9,1
850,9,2,3,0,0,0,1,2,1,0,0,0,4206,4152,0,0,138,0,8,16,2,1,4,0
851,1,1,2,0,1,0,1,22,3,102,1,2,995,1052,2,0,740,1,1,131,3,5,24,3
852,1,1,2,0,0,0,1,27,5,0,0,0,4429,4382,2,0,77,0,8,166,3,6,29,4
853,10,1,2,0,0,0,1,29,1,0,0,0,1173,1233,0,0,791,1,2,84,5,3,16,4
854,10,1,3,0,1,1,1,29,0,187,1,1,2817,2821,0,0,489,0,5,13,5,0,3,3
855,5,1,3,0,0,0,1,1,1,86,1,3,4170,4230,2,0,784,1,8,221,6,9,38,0
856,5,1,3,0,0,1,1,14,2,0,0,0,3897,3946,2,0,753,1,7,153,4,6,27,2
857,5,1,3,0,0,0,1,18,1,0,0,0,3832,3786,1,0,106,0,7,186,4,7,32,2
858,3,1,2,0,0,1,1,14,2,0,0,0,1574,1650,2,0,876,1,3,153,4,6,27,2
859,1,2,2,0,1,0,1,11,0,299,1,2,4609,4607,1,0,574,0,8,93,3,4,18,1
860,2,1,1,0,0,0,0,18,2,0,0,0,276,323,1,0,653,1,0,128,6,5,23,2
861,5,1,1,0,1,0,1,21,3,0,0,0,362,344,1,0,227,0,0,77,4,3,15,3
862,1,2,2,0,0,1,0,28,2,0,0,0,1936,1895,1,0,305,0,3,109,6,4,20,3
863,8,2,2,0,1,0,1,14,0,0,0,0,3576,3519,0,0,80,0,6,96,6,4,18,1
864,8,2,2,0,1,0,1,14,0,297,2,1,1965,1933,2,0,306,0,3,96,6,4,18,1
865,10,0,2,0,0,0,1,19,3,0,0,0,1169,1233,1,0,799,1,2,187,5,7,32,2
866,2,0,2,0,1,0,0,29,3,0,0,0,559,540,1,0,199,0,1,110,0,4,21,4
867,2,2,2,0,1,0,1,19,1,110,2,1,496,510,1,0,413,0,0,75,2,3,15,3
868,2,0,2,0,1,0,0,25,4,0,0,0,2070,2013,0,0,177,0,4,106,3,4,20,3
869,5,1,3,0,1,0,1,24,4,0,0,0,2484,2409,1,0,60,0,4,163,0,6,29,4
870,5,1,3,0,1,0,1,4,1,0,0,0,4349,4389,1,0,758,1,8,86,3,4,17,0
871,1,2,2,0,0,1,1,6,1,0,0,0,2344,2278,0,0,99,0,4,66,3,3,13,1
872,6,0,1,0,0,0,1,24,0,0,0,0,1525,1522,2,0,336,0,3,266,4,10,46,3
873,5,2,3,0,0,0,1,4,0,0,0,0,3306,3279,0,0,332,0,6,86,3,4,17,0
874,1,2,2,0,1,0,0,17,1,0,0,0,4477,4451,1,0,240,0,8,127,5,5,23,2
875,5,2,3,0,0,0,1,17,4,0,0,0,1828,1867,0,0,810,1,3,212,6,8,36,2
876,5,2,3,0,1,0,1,24,4,0,0,0,767,737,2,0,127,0,1,163,0,6,29,4
877,1,0,2,0,1,0,0,7,1,0,0,0,3506,3501,0,0,435,0,6,89,6,4,17,0
878,9,2,2,0,0,0,1,25,0,64,1,3,437,401,0,1,128,0,0,106,3,4,20,3
879,3,2,2,0,1,0,1,24,1,0,0,0,1311,1292,0,0,236,0,2,163,0,6,29,4
880,10,0,2,0,0,0,1,13,4,0,0,0,331,336,2,0,387,0,0,152,3,6,27,2
881,2,1,2,0,1,1,1,12,3,0,0,0,1886,1856,1,0,297,0,3,94,4,4,18,1
882,10,1,2,0,1,0,1,30,9,0,0,0,2956,2901,1,0,32,0,5,169,6,6,29,4
883,2,1,2,0,0,1,1,16,0,0,0,0,1080,1054,0,0,230,0,2,155,6,6,27,2
884,9,2,3,0,0,0,1,26,0,0,0,0,1816,1762,1,0,144,0,3,243,3,9,42,4
885,11,0,2,0,0,0,1,18,0,0,0,0,4592,4596,2,0,547,0,8,263,5,10,45,2
886,10,1,3,0,1,1,0,29,2,0,0,0,2549,2529,2,0,437,0,4,138,3,5,25,4
887,2,1,1,0,1,0,0,16,2,0,0,0,4504,4500,2,0,357,0,8,126,4,5,23,2
888,5,1,3,0,1,0,1,13,2,0,0,0,3874,3818,1,0,70,0,7,95,5,4,18,1
889,1,1,2,0,1,0,1,7,0,0,0,0,1054,1061,1,0,488,0,1,146,4,6,26,1
890,10,1,2,1,0,1,2,29,19,0,0,0,4271,4203,2,0,22,0,8,168,5,6,29,4
891,8,1,2,0,1,1,0,25,2,0,0,0,3284,3262,0,0,301,0,6,106,3,4,20,3
892,10,2,2,0,1,0,0,25,0,0,0,0,1437,1406,1,0,163,0,2,106,3,4,20,3
893,2,1,2,0,1,0,0,26,2,0,0,0,2171,2116,0,0,219,0,4,107,4,4,20,3
894,6,1,1,0,0,0,1,13,0,0,0,0,4407,4423,2,0,495,0,8,71,3,3,14,2
895,5,1,3,0,0,0,1,29,0,54,1,3,3513,3485,1,0,310,0,6,84,5,3,16,4
896,5,1,3,0,0,0,1,14,1,0,0,0,2018,1965,1,0,176,0,3,124,2,5,23,2
897,6,1,3,0,0,0,2,2,0,145,1,3,2393,2375,3,0,463,0,4,199,5,8,34,0
898,10,1,2,0,1,0,1,13,0,253,1,1,1687,1629,1,0,80,0,3,71,3,3,14,2
899,10,1,2,0,1,1,0,26,3,0,0,0,728,709,1,0,166,0,1,107,4,4,20,3
900,2,1,2,0,1,0,0,25,0,0,0,0,422,407,1,0,312,0,0,106,3,4,20,3
901,2,0,1,0,1,0,0,28,1,0,0,0,1858,1892,1,0,773,1,3,109,6,4,20,3
902,5,1,3,0,0,0,1,23,1,0,0,0,715,681,0,0,85,0,1,162,6,6,28,3
903,9,2,3,0,0,0,2,4,4,0,0,0,473,455,0,0,194,0,0,40,5,2,8,0
904,8,2,2,0,1,0,1,30,12,0,0,0,2110,2045,0,0,94,0,4,169,6,6,29,4
905,8,1,2,0,1,1,1,4,3,121,4,1,232,215,0,0,232,0,0,86,3,4,17,0
906,8,2,2,0,1,1,1,16,3,259,2,2,2711,2692,0,0,277,0,5,74,6,3,14,2
907,2,1,1,0,1,0,1,19,0,0,0,0,2571,2598,2,0,650,1,5,264,6,10,45,2
908,10,2,3,0,1,0,0,6,2,0,0,0,785,756,2,0,113,0,1,88,5,4,17,0
909,8,1,1,0,1,0,0,18,4,0,0,0,3558,3508,1,0,105,0,6,99,3,4,19,2
910,10,1,3,0,0,0,0,19,4,0,0,0,4029,3970,1,0,39,0,7,129,0,5,24,3
911,5,1,3,0,1,0,1,24,15,0,0,0,3017,2975,0,0,132,0,5,163,0,6,29,4
912,2,0,2,0,0,0,1,13,0,0,0,0,4194,4141,1,0,122,0,8,95,5,4,18,1
913,5,1,3,0,1,0,1,21,1,0,0,0,3695,3680,2,0,332,0,7,102,6,4,19,2
914,10,2,3,0,0,0,1,7,3,0,0,0,133,90,1,0,112,0,0,176,0,7,31,1
915,5,0,3,0,1,0,1,16,4,0,0,0,3053,3062,0,0,523,0,5,155,6,6,27,2
916,5,2,3,0,1,0,1,1,1,210,8,3,1133,1132,1,0,422,0,2,170,1,7,30,0
917,4,1,1,0,0,0,1,10,1,0,0,0,4137,4086,2,0,106,0,7,179,3,7,31,1
918,10,0,3,0,1,0,2,14,0,0,0,0,3555,3595,2,0,685,1,6,209,3,8,36,2
919,5,1,2,0,0,0,1,19,1,0,0,0,107,118,0,0,475,0,0,187,5,7,32,2
920,10,2,3,0,1,0,1,24,3,0,0,0,3873,3891,0,0,596,0,7,105,2,4,20,3
921,1,1,2,0,0,0,1,15,1,0,0,0,2824,2771,1,0,127,0,5,73,5,3,14,2
922,8,1,3,0,0,0,1,23,1,151,2,3,2677,2624,1,0,145,0,5,282,5,11,50,3
923,2,1,2,0,0,0,0,15,0,0,0,0,4594,4547,2,0,158,0,8,125,3,5,23,2
924,2,1,1,0,0,0,1,19,1,120,2,1,2073,2042,1,0,334,0,4,264,6,10,45,2
925,9,2,2,0,0,0,2,21,0,0,0,0,3372,3328,0,0,152,0,6,238,5,9,41,3
926,2,1,1,0,1,0,0,5,0,0,0,0,2421,2357,1,0,147,0,4,87,4,4,17,0
927,10,1,2,0,1,0,0,8,2,0,0,0,410,360,1,0,78,0,0,90,0,4,18,1
928,1,1,2,0,1,0,0,7,0,0,0,0,3129,3073,1,0,44,0,6,118,2,5,22,1
929,1,1,3,0,0,0,1,20,1,0,0,0,183,150,0,0,143,0,0,188,6,7,32,2
930,2,2,2,0,1,1,1,17,0,241,4,3,2669,2688,0,0,583,0,5,98,2,4,19,2
931,5,1,2,0,1,1,1,11,0,234,5,1,4113,4065,0,0,170,0,7,93,3,4,18,1
932,5,1,3,0,1,0,0,14,1,0,0,0,4636,4612,1,0,467,0,8,96,6,4,18,1
933,1,2,2,0,1,0,0,18,0,0,0,0,2555,2547,2,0,502,0,4,128,6,5,23,2
934,8,1,2,0,0,0,1,29,0,0,0,0,1088,1041,1,0,91,0,2,168,5,6,29,4
935,8,0,2,0,0,0,1,27,1,0,0,0,3900,3884,2,0,406,0,7,166,3,6,29,4
936,10,2,3,0,0,0,1,25,2,0,0,0,1174,1148,1,0,217,0,2,106,3,4,20,3
937,5,2,3,0,0,0,1,12,0,138,10,3,2002,1949,1,0,164,0,3,229,3,9,40,2
938,9,2,2,0,0,0,1,27,1,0,0,0,3497,3506,0,0,540,0,6,11,3,0,3,3
939,1,2,3,0,1,0,1,12,1,0,0,0,176,144,0,0,143,0,0,181,5,7,31,1
940,2,1,1,0,1,0,1,19,1,0,0,0,4040,4094,1,0,780,1,7,264,6,10,45,2
941,2,1,1,0,0,0,1,3,1,0,0,0,4539,4501,1,0,162,0,8,172,3,7,30,0
942,5,2,3,0,0,0,1,20,4,0,0,0,2491,2449,0,0,313,0,4,188,6,7,32,2
943,3,1,1,0,1,0,2,27,10,0,0,0,1367,1329,1,0,85,0,2,166,3,6,29,4
944,5,1,3,0,0,0,1,18,2,0,0,0,2433,2506,2,0,897,1,4,186,4,7,32,2
945,8,2,2,0,1,0,1,14,0,0,0,0,4021,4037,0,0,585,0,7,72,4,3,14,2
946,5,1,3,0,0,0,1,30,1,0,0,0,2030,1986,2,0,250,0,4,169,6,6,29,4
947,10,0,2,0,1,0,1,16,1,267,9,2,579,557,2,0,166,0,1,74,6,3,14,2
948,6,1,2,0,0,1,0,1,2,0,0,0,4160,4132,2,0,250,0,8,112,3,5,21,0
949,10,2,2,0,0,0,1,8,1,0,0,0,325,448,0,0,960,1,0,21,1,1,5,1
950,8,0,2,0,1,1,0,1,0,319,1,3,1582,1530,2,0,20,0,3,140,5,6,25,0
951,2,1,1,0,1,0,0,25,1,0,0,0,428,387,1,0,115,0,0,106,3,4,20,3
952,2,1,2,0,1,0,1,1,2,202,2,1,1736,1678,1,0,110,0,3,15,1,1,4,0
953,9,2,2,0,0,0,1,29,1,0,0,0,3616,3607,0,0,362,0,6,246,6,9,42,4
954,10,0,3,0,1,0,0,29,1,0,0,0,4083,4024,2,0,29,0,7,110,0,4,21,4
955,5,1,3,0,0,0,1,13,4,0,0,0,1904,1851,0,0,129,0,3,182,6,7,31,1
956,6,2,3,0,0,0,2,1,4,65,2,1,4112,4066,3,0,174,0,7,248,2,10,43,0
957,5,1,3,0,0,1,1,11,0,64,3,3,3767,3716,1,0,84,0,7,256,5,10,44,1
958,2,1,1,0,1,0,0,18,0,0,0,0,1714,1737,1,0,621,0,3,99,3,4,19,2
959,5,1,3,0,0,0,0,2,0,0,0,0,255,227,0,0,111,0,0,141,6,6,25,0
960,10,0,2,0,1,1,1,28,2,186,2,1,1639,1598,2,0,163,0,3,12,4,0,3,3
961,6,1,2,0,0,0,1,23,0,0,0,0,534,558,2,0,457,0,1,162,6,6,28,3
962,10,0,3,0,0,0,1,26,5,0,0,0,4358,4374,0,0,565,0,8,193,5,7,33,3
963,1,1,2,0,0,0,2,9,0,0,0,0,2658,2657,1,0,514,0,5,254,3,10,44,1
964,5,1,2,0,0,0,1,17,0,0,0,0,4253,4186,1,0,61,0,8,262,4,10,45,2
965,2,2,2,0,0,0,0,18,2,0,0,0,3950,3980,1,0,628,0,7,128,6,5,23,2
966,5,2,3,0,0,0,1,19,0,0,0,0,4086,4084,0,0,446,0,7,75,2,3,15,3
967,2,2,1,0,1,0,1,19,0,0,0,0,3630,3592,0,0,134,0,7,264,6,10,45,2
968,1,2,2,0,1,0,0,7,0,0,0,0,1135,1089,0,0,70,0,2,89,6,4,17,0
969,5,1,2,0,0,1,1,8,3,0,0,0,4114,4059,1,0,97,0,7,21,1,1,5,1
970,11,1,3,0,0,0,1,26,0,0,0,0,413,382,1,0,151,0,0,36,5,1,7,3
971,8,2,3,0,1,0,1,5,1,0,0,0,3817,3893,0,0,868,1,7,19,5,1,4,0
972,2,2,2,0,1,0,0,28,0,0,0,0,3854,3897,0,0,693,1,7,109,6,4,20,3
973,8,1,2,0,0,0,2,24,1,0,0,0,3734,3712,2,0,277,0,7,55,4,2,11,3
974,1,0,2,0,0,0,1,22,16,0,0,0,2566,2478,2,0,48,0,4,161,5,6,28,3
975,8,1,2,0,1,0,0,25,1,0,0,0,1362,1359,1,0,367,0,2,106,3,4,20,3
976,1,0,2,0,1,0,0,15,0,0,0,0,4189,4309,2,0,1012,2,8,97,0,4,19,2
977,8,0,1,0,1,0,1,6,0,229,1,3,2370,2371,0,0,603,0,4,88,5,4,17,0
978,7,1,3,0,1,0,1,10,3,0,0,0,464,453,1,0,260,0,0,179,3,7,31,1
979,3,1,2,0,1,0,1,19,1,0,0,0,1417,1370,1,0,64,0,2,75,2,3,15,3
980,11,1,2,0,0,0,1,22,0,0,0,0,4483,4467,1,0,288,0,8,78,5,3,15,3
981,8,1,2,0,1,0,1,16,0,255,1,2,1304,1260,1,0,36,0,2,74,6,3,14,2
982,8,1,2,0,0,0,1,11,0,137,5,3,1699,1675,0,0,312,0,3,93,3,4,18,1
983,2,1,1,0,1,0,1,14,3,0,0,0,2378,2410,1,0,803,1,4,96,6,4,18,1
984,1,1,2,0,0,0,0,11,0,0,0,0,2020,2057,2,0,807,1,3,121,6,5,22,1
985,11,1,2,0,0,0,1,14,3,318,2,1,2184,2128,1,0,245,0,4,153,4,6,27,2
986,1,1,1,0,1,0,1,4,0,0,0,0,2796,2750,1,0,171,0,5,86,3,4,17,0
987,1,1,2,0,0,0,1,7,2,0,0,0,3849,3807,2,0,104,0,7,176,0,7,31,1
988,8,2,2,0,1,1,1,22,2,0,0,0,1204,1166,0,0,80,0,2,161,5,6,28,3
989,9,2,3,0,0,0,0,25,2,0,0,0,1302,1259,0,0,47,0,2,106,3,4,20,3
990,10,1,3,0,0,0,1,17,1,0,0,0,2667,2679,1,0,562,0,5,262,4,10,45,2
991,2,1,2,0,1,0,0,4,1,0,0,0,163,133,2,0,168,0,0,86,3,4,17,0
992,5,1,3,0,0,0,1,29,0,208,1,1,1220,1211,2,0,289,0,2,246,6,9,42,4
993,10,2,3,0,0,0,1,24,0,0,0,0,1446,1511,0,0,795,1,2,105,2,4,20,3
994,7,2,3,0,1,0,1,20,1,140,2,1,2721,2660,1,0,59,0,5,265,0,10,46,3
995,10,2,2,0,1,0,1,20,0,0,0,0,4050,4028,1,0,313,0,7,265,0,10,46,3
996,2,1,1,0,0,0,1,21,1,0,0,0,902,863,2,0,104,0,1,189,0,7,33,3
997,4,1,2,0,0,0,1,11,0,0,0,0,2194,2115,1,0,100,0,4,228,2,9,40,2
998,10,2,2,0,1,1,1,24,0,0,0,0,1033,1077,0,0,751,1,1,163,0,6,29,4
999,10,2,3,0,0,0,1,13,6,0,0,0,3974,3931,1,0,182,0,7,5,3,0,1,1
1000,5,1,3,0,1,0,1,11,1,0,0,0,3668,3645,1,0,257,0,7,93,3,4,18,1
1001,7,1,3,0,0,0,1,7,2,0,0,0,2822,2803,1,0,329,0,5,176,0,7,31,1
1002,7,2,1,0,0,0,1,8,2,0,0,0,4578,4541,0,0,219,0,8,21,1,1,5,1
1003,2,1,2,0,1,0,1,9,0,0,0,0,3025,2972,1,0,70,0,5,148,6,6,26,1
1004,5,0,3,0,1,0,1,28,1,34,9,1,1787,1726,1,0,105,0,3,218,3,8,38,4
1005,1,1,2,0,1,0,1,18,0,0,0,0,3500,3435,1,0,45,0,6,263,5,10,45,2
1006,6,1,1,0,0,0,2,25,0,0,0,0,1151,1104,4,0,32,0,2,35,4,1,7,3
1007,5,1,3,0,0,0,1,27,1,0,0,0,3047,2999,1,0,125,0,5,11,3,0,3,3
1008,6,1,2,0,0,0,0,28,1,0,0,0,3857,3842,2,1,358,0,7,109,6,4,20,3
1009,1,2,2,0,1,0,1,13,2,275,4,1,1623,1681,0,0,806,1,3,95,5,4,18,1
1010,3,1,3,1,0,1,1,24,0,0,0,0,1820,1844,0,0,690,1,3,163,0,6,29,4
1011,5,1,3,0,1,0,0,14,30,0,0,0,862,827,2,0,127,0,1,96,6,4,18,1
1012,1,2,3,0,0,0,0,10,2,0,0,0,3507,3459,1,0,157,0,6,120,5,5,22,1
1013,5,1,3,0,0,0,1,3,0,0,0,0,2391,2345,2,0,239,0,4,85,2,4,17,0
1014,10,2,3,0,1,1,1,11,1,0,0,0,239,351,1,0,927,1,0,180,4,7,31,1
1015,3,1,3,0,1,0,0,26,2,0,0,0,167,115,0,0,29,0,0,107,4,4,20,3
1016,2,1,2,0,1,0,1,17,4,134,3,2,3233,3171,1,0,13,0,6,98,2,4,19,2
1017,10,1,3,0,1,0,0,23,2,0,0,0,4385,4373,0,0,345,0,8,132,4,5,24,3
1018,2,1,1,0,1,0,0,3,1,0,0,0,4559,4610,1,0,868,1,8,114,5,5,21,0
1019,2,1,2,0,1,0,0,19,1,0,0,0,1809,1774,1,0,263,0,3,100,4,4,19,2
1020,2,1,2,0,1,0,0,25,2,0,0,0,2748,2696,1,0,105,0,5,134,6,5,24,3
1021,3,1,1,0,1,0,1,11,0,0,0,0,3713,3772,1,0,805,1,7,93,3,4,18,1
1022,10,1,2,0,0,1,1,7,0,0,0,0,4186,4162,2,0,372,0,8,146,4,6,26,1
1023,6,1,2,0,0,0,1,12,1,0,0,0,74,66,2,1,287,0,0,181,5,7,31,1
1024,9,2,2,0,0,0,1,14,2,142,2,3,2499,2436,0,0,196,0,4,26,0,1,6,2
1025,5,1,3,0,0,0,0,12,0,0,0,0,1624,1576,1,0,55,0,3,94,4,4,18,1
1026,6,1,2,0,0,0,1,12,0,32,2,3,3890,3954,2,0,815,1,7,229,3,9,40,2
1027,10,1,3,0,0,0,1,12,1,0,0,0,4432,4429,1,0,397,0,8,181,5,7,31,1
1028,2,2,2,0,1,0,1,17,0,299,1,1,1612,1556,1,0,15,0,3,98,2,4,19,2
1029,2,1,2,1,1,0,0,27,4,0,0,0,3138,3084,1,0,87,0,6,108,5,4,20,3
1030,8,0,2,0,1,0,1,9,0,0,0,0,1540,1518,1,0,221,0,3,148,6,6,26,1
1031,4,1,1,0,0,0,1,10,3,0,0,0,1001,1032,2,0,592,0,1,179,3,7,31,1
1032,1,0,2,0,0,0,2,25,0,0,0,0,3087,3047,2,0,223,0,5,242,2,9,42,4
1033,2,1,1,0,1,0,1,6,1,0,0,0,2520,2440,1,0,117,0,4,175,6,7,30,0
1034,10,0,3,0,1,0,1,11,0,0,0,0,3199,3161,2,0,224,0,6,46,5,2,9,1
1035,6,1,2,0,0,0,1,14,1,139,3,3,3280,3272,2,0,386,0,6,153,4,6,27,2
1036,11,1,2,0,0,0,1,20,1,0,0,0,4176,4218,1,0,707,1,8,265,0,10,46,3
1037,7,2,3,0,0,0,1,30,2,0,0,0,3532,3586,1,0,759,1,6,169,6,6,29,4
1038,5,1,3,0,0,0,1,1,0,0,0,0,3845,3827,1,0,344,0,7,112,3,5,21,0
1039,2,1,1,0,0,0,1,14,2,0,0,0,763,725,0,0,42,0,1,96,6,4,18,1
1040,6,1,2,0,0,0,2,13,4,83,4,2,1105,1078,3,0,273,0,2,123,1,5,23,2
1041,11,2,2,0,0,0,1,4,0,0,0,0,494,497,0,0,345,0,0,18,4,1,4,0
1042,10,2,3,0,0,0,1,3,0,60,1,3,1755,1722,0,0,288,0,3,200,6,8,34,0
1043,2,1,1,0,1,0,1,4,1,196,4,1,2782,2731,1,0,122,0,5,18,4,1,4,0
1044,8,1,1,0,1,0,2,12,0,132,1,1,1940,1864,1,0,55,0,3,94,4,4,18,1
1045,6,0,1,0,0,0,2,29,1,0,0,0,2480,2422,3,0,158,0,4,59,2,2,12,4
1046,8,1,2,0,1,0,0,19,7,0,0,0,3448,3398,1,0,124,0,6,100,4,4,19,2
1047,2,1,2,0,1,0,0,18,2,0,0,0,242,220,1,0,137,0,0,99,3,4,19,2
1048,5,1,3,0,0,0,1,21,0,0,0,0,371,402,0,0,554,0,0,213,3,8,37,3
1049,1,0,2,0,0,0,0,8,0,0,0,0,1573,1571,0,0,387,0,3,90,0,4,18,1
