,,Education,Default,HHInsurance,CarLoan,LastContactDay,NoOfContacts,DaysPassed,PrevAttempts,CallLength,CallStartHour,LastContactWkd,LastContactMon,LastContactWk,LastContactWkNum,Job_None,Job_admin.,Job_blue-collar,Job_entrepreneur,Job_housemaid,Job_management,Job_retired,Job_self-employed,Job_services,Job_student,Job_technician,Job_unemployed,Marital_divorced,Marital_married,Marital_single,Communication_None,Communication_cellular,Communication_telephone,Outcome_NoPrev,Outcome_failure,Outcome_other,Outcome_success
train,893,2,0,1,0,27,3,-1,0,3.7333333333333334,13,4,5,21,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,894,1,0,0,0,14,1,-1,0,8.416666666666666,17,3,4,15,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,895,3,0,0,0,30,1,87,1,5.25,15,5,4,17,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
train,896,3,0,0,0,15,2,-1,0,3.0166666666666666,12,2,6,24,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,897,3,0,0,0,3,1,189,1,7.85,13,5,9,35,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
train,898,2,0,1,0,14,1,322,1,1.4166666666666667,12,3,4,15,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
train,899,2,0,1,1,27,4,-1,0,2.85,10,4,5,21,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
train,900,2,0,1,0,26,1,-1,0,5.283333333333333,9,3,5,21,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,901,1,0,1,0,29,2,-1,0,13.883333333333333,12,6,5,21,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
train,902,3,0,0,0,24,2,-1,0,1.5,10,6,7,29,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,903,3,0,0,0,5,5,-1,0,3.316666666666667,9,5,3,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
train,904,2,0,1,0,31,13,-1,0,1.65,13,6,7,30,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
train,905,2,0,1,1,5,4,165,4,3.95,9,3,5,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
train,906,2,0,1,1,17,4,329,2,4.7,14,6,4,15,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
train,907,1,0,1,0,20,1,-1,0,11.283333333333333,14,6,11,46,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,908,3,0,1,0,7,3,-1,0,1.9666666666666666,10,5,5,18,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
train,909,1,0,1,0,19,5,-1,0,1.8333333333333333,15,3,5,20,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
train,910,3,0,0,0,20,5,-1,0,0.7333333333333333,16,0,6,25,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
train,911,3,0,1,0,25,16,-1,0,2.283333333333333,14,0,7,30,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,912,2,0,0,0,14,1,-1,0,2.1166666666666667,17,5,5,19,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
train,913,3,0,1,0,22,2,-1,0,5.633333333333334,16,6,5,20,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,914,3,0,0,0,8,4,-1,0,1.95,9,0,8,32,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
train,915,3,0,1,0,17,5,-1,0,8.933333333333334,14,6,7,28,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
train,916,3,0,1,0,2,2,272,8,7.133333333333334,11,1,8,31,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
train,917,1,0,0,0,11,2,-1,0,1.85,16,3,8,32,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,918,3,0,1,0,15,1,-1,0,12.033333333333333,15,3,9,37,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
train,919,2,0,0,0,20,2,-1,0,8.05,9,5,8,33,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,920,3,0,1,0,25,4,-1,0,10.25,16,2,5,21,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
train,921,2,0,0,0,16,2,-1,0,2.2,14,5,4,15,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,922,3,0,0,0,24,2,195,2,2.5,14,5,12,51,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
train,923,2,0,0,0,16,1,-1,0,2.716666666666667,17,3,6,24,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,924,1,0,0,0,20,2,164,2,5.666666666666667,13,6,11,46,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train,925,2,0,0,0,22,1,-1,0,2.6166666666666667,15,5,10,42,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
train,926,1,0,1,0,6,1,-1,0,2.533333333333333,13,4,5,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,927,2,0,1,0,9,3,-1,0,1.3833333333333333,9,0,5,19,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
train,928,2,0,1,0,8,1,-1,0,0.8166666666666667,15,2,6,23,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,929,3,0,0,0,21,2,-1,0,2.466666666666667,9,6,8,33,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,930,2,0,1,1,18,1,306,4,9.983333333333333,14,2,5,20,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
train,931,2,0,1,1,12,1,298,5,2.9166666666666665,16,3,5,19,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train,932,3,0,1,0,15,2,-1,0,7.916666666666667,17,6,5,19,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,933,2,0,1,0,19,1,-1,0,8.533333333333333,13,6,6,24,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
train,934,2,0,0,0,30,1,-1,0,1.6,11,5,7,30,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
train,935,2,0,0,0,28,2,-1,0,6.866666666666666,16,3,7,30,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
train,936,3,0,0,0,26,3,-1,0,3.7,11,3,5,21,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
train,937,3,0,0,0,13,1,182,10,2.816666666666667,12,3,10,41,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
train,938,2,0,0,0,28,2,-1,0,9.233333333333333,15,3,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
train,939,3,0,1,0,13,2,-1,0,2.466666666666667,9,5,8,32,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
train,940,1,0,1,0,20,2,-1,0,14.016666666666667,16,6,11,46,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,941,1,0,0,0,4,2,-1,0,2.783333333333333,17,3,8,31,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,942,3,0,0,0,21,5,-1,0,5.3,13,6,8,33,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
train,943,1,0,1,0,28,11,-1,0,1.5,11,3,7,30,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
train,944,3,0,0,0,19,3,-1,0,17.2,13,4,8,33,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,945,2,0,1,0,15,1,-1,0,10.016666666666667,16,4,4,15,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
train,946,3,0,0,0,31,2,-1,0,4.25,13,6,7,30,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,947,2,0,1,0,17,2,337,9,2.85,10,6,4,15,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
train,948,2,0,0,1,2,3,-1,0,4.25,17,3,6,22,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,949,2,0,0,0,9,2,-1,0,19.716666666666665,9,1,2,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
train,950,2,0,1,1,2,1,417,1,0.4166666666666667,12,5,7,26,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
train,951,1,0,1,0,26,2,-1,0,2.0,9,3,5,21,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,952,2,0,1,0,2,3,264,2,1.9166666666666667,12,1,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train,953,2,0,0,0,30,2,-1,0,6.133333333333334,15,6,10,43,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
train,954,3,0,1,0,30,2,-1,0,0.5666666666666667,16,0,5,22,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
train,955,3,0,0,0,14,5,-1,0,2.2333333333333334,12,6,8,32,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,956,3,0,0,0,2,5,98,2,2.9833333333333334,16,2,11,44,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
train,957,3,0,0,1,12,1,97,3,1.4833333333333334,16,5,11,45,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
train,958,1,0,1,0,19,1,-1,0,10.716666666666667,12,3,5,20,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,959,3,0,0,0,3,1,-1,0,1.9333333333333333,9,6,7,26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,960,2,0,1,1,29,3,246,2,2.8,12,4,1,4,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
train,961,2,0,0,0,24,1,-1,0,7.733333333333333,10,6,7,29,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,962,3,0,0,0,27,6,-1,0,9.683333333333334,17,5,8,34,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
train,963,2,0,0,0,10,1,-1,0,8.733333333333333,14,3,11,45,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
train,964,2,0,0,0,18,1,-1,0,1.1,17,4,11,46,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,965,2,0,0,0,19,3,-1,0,10.85,16,6,6,24,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
train,966,3,0,0,0,20,1,-1,0,7.55,16,2,4,16,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
train,967,1,0,1,0,20,1,-1,0,2.316666666666667,16,6,11,46,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
train,968,2,0,1,0,8,1,-1,0,1.25,11,6,5,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
train,969,2,0,0,1,9,4,-1,0,1.7,16,1,2,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,970,3,0,0,0,27,1,-1,0,2.6,9,5,2,8,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
train,971,3,0,1,0,6,2,-1,0,16.4,16,5,2,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
train,972,2,0,1,0,29,1,-1,0,12.216666666666667,16,6,5,21,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
train,973,2,0,0,0,25,2,-1,0,4.7,16,4,3,12,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
train,974,2,0,0,0,23,17,-1,0,0.8833333333333333,13,5,7,29,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
train,975,2,0,1,0,26,2,-1,0,6.216666666666667,11,3,5,21,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
train,976,2,0,1,0,16,1,-1,0,22.333333333333332,17,0,5,20,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
train,977,1,0,1,0,7,1,293,1,10.383333333333333,13,5,5,18,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
train,978,3,0,1,0,11,4,-1,0,4.416666666666667,9,3,8,32,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,979,2,0,1,0,20,2,-1,0,1.15,11,2,4,16,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,980,2,0,0,0,23,1,-1,0,4.883333333333334,17,5,4,16,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
train,981,2,0,1,0,17,1,324,1,0.6833333333333333,11,6,4,15,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
train,982,2,0,0,0,12,1,181,5,5.283333333333333,12,3,5,19,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
train,983,1,0,1,0,15,4,-1,0,14.666666666666666,13,6,5,19,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,984,2,0,0,0,12,1,-1,0,14.75,12,6,6,23,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,985,2,0,0,0,15,4,415,2,4.166666666666667,13,4,7,28,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
train,986,1,0,1,0,5,1,-1,0,2.933333333333333,14,3,5,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,987,2,0,0,0,8,3,-1,0,1.8166666666666667,16,0,8,32,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,988,2,0,1,1,23,3,-1,0,1.4166666666666667,11,5,7,29,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
train,989,3,0,0,0,26,3,-1,0,0.8666666666666667,11,3,5,21,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
train,990,3,0,0,0,18,2,-1,0,9.633333333333333,14,4,11,46,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
train,991,2,0,1,0,5,2,-1,0,2.8833333333333333,9,3,5,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,992,3,0,0,0,30,1,270,1,4.9,11,6,10,43,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train,993,3,0,0,0,25,1,-1,0,14.45,11,2,5,21,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
train,994,3,0,1,0,21,2,184,2,1.0666666666666667,14,0,11,47,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
train,995,2,0,1,0,21,1,-1,0,5.3,16,0,11,47,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
train,996,1,0,0,0,22,2,-1,0,1.8166666666666667,10,0,8,34,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,997,2,0,0,0,12,1,-1,0,1.75,13,2,10,41,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,998,2,0,1,1,25,1,-1,0,13.383333333333333,10,0,7,30,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
train,999,3,0,0,0,14,7,-1,0,3.1166666666666667,16,3,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
train,1000,3,0,1,0,12,2,-1,0,4.366666666666666,16,3,5,19,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,1001,3,0,0,0,8,3,-1,0,5.583333333333333,14,0,8,32,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,1002,1,0,0,0,9,3,-1,0,3.7333333333333334,17,1,2,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
train,1003,2,0,1,0,10,1,-1,0,1.25,14,6,7,27,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,1004,3,0,1,0,29,2,61,9,1.8333333333333333,12,3,9,39,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
train,1005,2,0,1,0,19,1,-1,0,0.8333333333333334,15,5,11,46,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,1006,1,0,0,0,26,1,-1,0,0.6166666666666667,11,4,2,8,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
train,1007,3,0,0,0,28,2,-1,0,2.1666666666666665,14,3,1,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,1008,2,0,0,0,29,2,-1,0,6.066666666666666,16,6,5,21,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,1009,2,0,1,0,14,3,346,4,14.733333333333333,12,5,5,19,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
train,1010,3,1,0,1,25,1,-1,0,12.166666666666666,12,0,7,30,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,1011,3,0,1,0,15,32,-1,0,2.2,10,6,5,19,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,1012,3,0,0,0,11,3,-1,0,2.7,15,5,6,23,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
train,1013,3,0,0,0,4,1,-1,0,4.066666666666666,13,2,5,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,1014,3,0,1,1,12,2,-1,0,18.383333333333333,9,4,8,32,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
train,1015,3,0,1,0,27,3,-1,0,0.5666666666666667,9,4,5,21,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,1016,2,0,1,0,18,5,178,3,0.3,15,2,5,20,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
train,1017,3,0,1,0,24,3,-1,0,5.85,17,4,6,25,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
train,1018,1,0,1,0,4,2,-1,0,16.4,17,5,6,22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,1019,2,0,1,0,20,2,-1,0,4.466666666666667,12,4,5,20,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,1020,2,0,1,0,26,3,-1,0,1.8333333333333333,14,6,6,25,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,1021,1,0,1,0,12,1,-1,0,14.7,16,3,5,19,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,1022,2,0,0,1,8,1,-1,0,6.3,17,4,7,27,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
train,1023,2,0,0,0,13,2,-1,0,4.866666666666666,9,5,8,32,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,1024,2,0,0,0,15,3,186,2,3.35,13,0,2,7,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
train,1025,3,0,0,0,13,1,-1,0,1.0,12,4,5,19,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,1026,2,0,0,0,13,1,57,2,14.933333333333334,16,3,10,41,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
train,1027,3,0,0,0,13,2,-1,0,6.716666666666667,17,5,8,32,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
train,1028,2,0,1,0,18,1,370,1,0.3333333333333333,12,2,5,20,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
train,1029,2,1,1,0,28,5,-1,0,1.5333333333333334,15,5,5,21,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,1030,2,0,1,0,10,1,-1,0,3.7666666666666666,12,6,7,27,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
train,1031,1,0,0,0,11,4,-1,0,10.166666666666666,10,3,8,32,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,1032,2,0,0,0,26,1,-1,0,3.8,14,2,10,43,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
train,1033,1,0,1,0,7,2,-1,0,2.033333333333333,13,6,8,31,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,1034,3,0,1,0,12,1,-1,0,3.816666666666667,15,5,3,10,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
train,1035,2,0,0,0,15,2,183,3,6.533333333333333,15,4,7,28,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
train,1036,2,0,0,0,21,2,-1,0,12.483333333333333,17,0,11,47,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
train,1037,3,0,0,0,31,3,-1,0,13.533333333333333,15,6,7,30,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
train,1038,3,0,0,0,2,1,-1,0,5.833333333333333,16,3,6,22,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,1039,1,0,0,0,15,3,-1,0,0.7833333333333333,10,6,5,19,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,1040,2,0,0,0,14,5,116,4,4.633333333333334,11,1,6,24,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
train,1041,2,0,0,0,5,1,-1,0,5.85,9,4,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
train,1042,3,0,0,0,4,1,93,1,4.883333333333334,12,6,9,35,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
train,1043,1,0,1,0,5,2,258,4,2.1166666666666667,14,4,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train,1044,1,0,1,0,13,1,176,1,1.0,12,4,5,19,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
train,1045,1,0,0,0,30,2,-1,0,2.716666666666667,13,2,3,13,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
train,1046,2,0,1,0,20,8,-1,0,2.15,15,4,5,20,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
train,1047,2,0,1,0,19,3,-1,0,2.3666666666666667,9,3,5,20,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,1048,3,0,0,0,22,1,-1,0,9.483333333333333,9,3,9,38,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,1049,2,0,0,0,9,1,-1,0,6.55,12,0,5,19,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
train,1050,2,0,0,0,27,1,-1,0,6.266666666666667,16,3,10,43,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
train,1051,3,0,0,0,11,3,-1,0,0.95,14,3,8,32,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,1052,3,0,0,0,19,5,211,2,4.883333333333334,13,6,6,24,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
train,1053,2,0,0,0,11,2,-1,0,1.65,13,3,8,32,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
train,1054,3,0,0,0,21,5,-1,0,3.6666666666666665,13,6,8,33,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
train,1055,2,0,0,0,11,6,-1,0,2.25,11,3,8,32,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,1056,2,0,1,1,27,1,-1,0,2.433333333333333,15,4,5,21,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,1057,2,0,0,0,4,1,-1,0,1.8,14,2,5,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
train,1058,1,0,0,0,13,2,-1,0,2.2,13,5,8,32,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,1059,3,0,0,0,30,1,80,1,1.7833333333333334,15,5,4,17,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
